MiruRegion	[#Repeats, #PartialRepeats, ([StartPosition, EndPosition, (Partial%)], sub-fastaHeader)]	
miru02	[2, 0, ['855618', '855670'], ['855671', '855723'], 'CIJF01000001.1']	
miru04	[1, 1, ['2154012', '2154088'], ['2153968', '2154011', '0.5714285714285714'], 'CIJF01000001.1']	
miru10	[2, 0, ['3970819', '3970873'], ['3970874', '3970926'], 'CIJF01000001.1']	
miru16	[2, 0, ['3759068', '3759120'], ['3759121', '3759173'], 'CIJF01000001.1']	
miru20	[2, 0, ['2992919', '2992976'], ['2992996', '2993053'], 'CIJF01000001.1']	
miru23	[2, 0, ['2055187', '2055239'], ['2055240', '2055289'], 'CIJF01000001.1']	
miru24	[1, 1, ['996223', '996274'], ['996275', '996313', '0.7222222222222222'], 'CIJF01000001.1']	
miru26	[3, 7, ['907802', '907852'], ['4180604', '4180654'], ['4180655', '4180705'], ['2004127', '2004169', '0.8431372549019608'], ['2004180', '2004222', '0.8431372549019608'], ['3418699', '3418741', '0.8431372549019608'], ['3418752', '3418794', '0.8431372549019608'], ['3970829', '3970871', '0.8431372549019608'], ['1876862', '1876904', '0.8431372549019608'], ['996283', '996312', '0.5882352941176471'], 'CIJF01000001.1']	
miru27	[1, 0, ['896842', '896894'], 'CIJF01000001.1']	
miru31	[3, 2, ['2004172', '2004224'], ['3418701', '3418749'], ['3418750', '3418802'], ['2004125', '2004171', '0.8867924528301887'], ['2414734', '2414777', '0.8301886792452831'], 'CIJF01000001.1']	
miru39	[2, 0, ['1816622', '1816674'], ['1816675', '1816727'], 'CIJF01000001.1']	
miru40	[2, 0, ['538799', '538852'], ['538853', '538906'], 'CIJF01000001.1']	
Mtub04	[1, 1, ['3217652', '3217702'], ['3217620', '3217651', '0.6274509803921569'], 'CIJF01000001.1']	
ETRC	[1, 1, ['2157206', '2157263'], ['2157169', '2157205', '0.6379310344827587'], 'CIJF01000001.1']	
Mtub21	[1, 0, ['3217539', '3217595'], 'CIJF01000001.1']	
Qub11b	[3, 1, ['4224603', '4224671'], ['4279802', '4279870'], ['4279871', '4279939'], ['4279743', '4279801', '0.855072463768116'], 'CIJF01000001.1']	
ETRA	[1, 0, ['4225923', '4225997'], 'CIJF01000001.1']	
Mtub29	[1, 2, ['3947720', '3947776'], ['3947672', '3947719', '0.8421052631578947'], ['3947777', '3947823', '0.8771929824561403'], 'CIJF01000001.1']	
Mtub30	[1, 1, ['3175675', '3175732'], ['3175733', '3175781', '0.8793103448275862'], 'CIJF01000001.1']	
ETRB	[1, 0, ['3141489', '3141545'], 'CIJF01000001.1']	
Mtub34	[1, 1, ['2024849', '2024902'], ['2024798', '2024848', '0.9444444444444444'], 'CIJF01000001.1']	
Mtub39	[2, 0, ['2102828', '2102885'], ['2102886', '2102943'], 'CIJF01000001.1']	
QUB26	[1, 0, ['3908873', '3908983'], 'CIJF01000001.1']	
QUB4156	[1, 0, ['1647402', '1647460'], 'CIJF01000001.1']	
